t,p
-0.24198895027624193,1.3829112192987263
-0.01994869771112759,-0.9817359162909196
0.20209155485398675,1.4132377878671853
0.42413180741910106,1.4132377878671853
0.6461720599842155,1.0055826892870914
0.8682123125493298,0.9036689146420747
1.090252565114444,1.4132377878671853
1.3122928176795583,-0.370253268420766
1.5343330702446727,0.5979275907069832
1.756373322809787,1.4132377878671853
1.9784135753749015,-0.06451194448570763
2.200453827940016,-1.083649690935943
2.42249408050513,-1.083649690935943
2.6445343330702444,1.4132377878671853
2.866574585635359,1.4132377878671853
3.0886148382004732,-1.083649690935943
3.3106550907655876,0.5469707033844269
3.532695343330702,-0.3192963810982167
3.7547355958958164,-0.42121015574323506
3.976775848460931,0.8527120273194777
4.198816101026045,0.9546258019645217
4.42085635359116,-1.083649690935943
4.642896606156274,1.1584533512545403
4.864936858721388,-1.083649690935943
5.086977111286502,1.4132377878671853
5.309017363851616,1.362280900544698
5.531057616416731,1.4132377878671853
5.753097868981845,1.4132377878671853
5.9751381215469594,1.056539576609635
6.197178374112074,0.9546258019646041
6.419218626677188,0.8527120273196165
6.641258879242303,-0.4212101557433301
6.863299131807417,0.6488844780295497
7.085339384372531,1.4132377878671853
7.307379636937646,-1.083649690935943
7.52941988950276,1.4132377878671853
7.751460142067875,-1.083649690935943
7.973500394632988,0.1902724921268648
8.195540647198102,0.29218626677194015
8.417580899763216,0.3941000414170508
8.639621152328331,0.49601381606202266
8.861661404893445,-0.26833949377584554
9.08370165745856,-1.083649690935943
9.305741910023674,1.4132377878671853
9.527782162588789,-0.5740808177108062
9.749822415153902,1.0055826892871593
9.971862667719018,1.1074964639321312
10.193902920284131,1.2094102385772305
10.415943172849245,1.3113240132222137
10.63798342541436,0.0687599146655008
