t,p
-0.0686846846846845,-1.49666443346711
-0.06805735921959148,-1.521096638978591
-0.06743003375449846,-1.508957067462667
-0.06680270828940545,-1.5070803841871632
-0.06617538282431243,-1.5257631384306916
-0.06554805735921941,-1.4851905975152446
-0.0649207318941264,-1.5572555876657301
-0.06429340642903338,-1.4332227846183414
-0.06366608096394036,-1.6638263005192606
-0.06303875549884733,-1.0431862236719298
-0.062411430033754316,1.35419184924611
-0.0617841045686613,0.7203323624814908
-0.06115677910356827,0.88741623486982
-0.060529453638475256,0.5206392146373615
-0.05990212817338224,0.5736617233425603
-0.05927480270828922,0.26936924661917677
-0.0586474772431962,0.283746335672195
-0.058020151778103185,0.004646505757842784
-0.05739282631301017,0.0025633462920583994
-0.05676550084791715,-0.2665122779489027
-0.05613817538282413,-0.27323802429297495
-0.055510849917731114,-0.5428184598733119
-0.05488352445263809,-0.5433889138604866
-0.05425619898754507,-0.8262181165517397
-0.053628873522452054,-0.8033950426510279
-0.05300154805735904,-1.126173918086396
-0.05237422259226602,-1.031596053100209
-0.051746897127172994,-1.503456073083917
-0.05111957166207998,-0.9141011830748447
-0.05049224619698696,1.4009340962354833
-0.04986492073189394,1.0080354844523927
-0.049237595266800924,1.2199065395938673
-0.048610269801707906,1.0773475725150619
-0.04798294433661489,1.1850951665986946
-0.04735561887152187,1.097320377079717
-0.04672829340642885,1.1730077060082298
-0.046100967941335835,1.1046008348769625
-0.04547364247624282,1.1690299856604034
-0.04484631701114979,1.1060464726117376
-0.044218991546056775,1.1697692294881814
-0.04359166608096376,1.1031813718402268
-0.04296434061587074,1.1749753015800324
-0.04233701515077772,1.0950860689794086
-0.0417096896856847,1.1870571235778486
-0.04108236422059168,1.0768904062699485
-0.04045503875549866,1.2158965636577026
-0.039827713290405645,1.0263285746622086
-0.03920038782531263,1.325073183392445
-0.03857306236021961,0.6480349412016948
-0.03794573689512659,-1.8188061090182708
-0.037318411430033574,-1.3633534209251585
-0.036691085964940556,-1.6091356993170638
-0.03606376049984754,-1.4398705619194372
-0.035436435034754514,-1.5682996513422607
-0.034809109569661496,-1.465780669339641
-0.03418178410456848,-1.549840978956754
-0.03355445863947546,-1.4801457673692349
-0.03292713317438244,-1.5377505858468146
-0.032299807709289426,-1.4910982659284264
-0.03167248224419641,-1.5270749978870992
-0.031045156779103383,-1.502296503890717
-0.030417831314010366,-1.5144158355762376
-0.029790505848917348,-1.5177552888005474
-0.02916318038382433,-1.4938835208924726
-0.028535854918731313,-1.5478526973087803
-0.027908529453638295,-1.4434156095509039
-0.027281203988545277,-1.652657631716537
-0.02665387852345226,-1.056484944480449
-0.026026553058359242,1.3510675496822235
-0.025399227593266217,0.6955940671404981
-0.0247719021281732,0.8865358600331901
-0.024144576663080182,0.49419030235226
-0.023517251197987164,0.5743660720170434
-0.022889925732894147,0.24136543110744102
-0.02226260026780113,0.28602260236197263
-0.02163527480270811,-0.024968300147778427
-0.021007949337615087,0.006508538589464485
-0.02038062387252207,-0.29786758386359447
-0.01975329840742905,-0.2674649458146214
-0.019125972942336034,-0.5761031210710252
-0.018498647477243016,-0.5355655369294274
-0.01787132201215,-0.8616929605375943
-0.01724399654705698,-0.7932093333513546
-0.016616671081963963,-1.1642183064905598
-0.015989345616870945,-1.0185419727704381
-0.01536202015177792,-1.5448096047727011
-0.014734694686684903,-0.89618807602335
-0.014107369221591885,1.3719665597688222
-0.013480043756498868,1.039820800808897
-0.01285271829140585,1.1857600657784417
-0.012225392826312832,1.1140105419863158
-0.011598067361219815,1.1456868981012267
-0.01097074189612679,1.1398171447242873
-0.010343416431033772,1.1270036078008363
-0.009716090965940755,1.1546578795242601
-0.009088765500847737,1.114232503569014
-0.00846144003575472,1.1664911735783923
-0.007834114570661702,1.1024746939180414
-0.007206789105568684,1.1789949726023903
-0.006579463640475666,1.0882575273938455
-0.0059521381753826486,1.1963309600639964
-0.005324812710289631,1.065434317420994
-0.004697487245196613,1.2293973387990769
-0.0040701617801035955,1.0107947063102345
-0.003442836315010578,1.3429917210821776
-0.0028155108499175463,0.6263471684288351
-0.0021881853848245286,-1.7769462689454547
-0.001560859919731511,-1.2048165535619413
-0.0009335344546384933,-1.2835627169048627
-0.0003062089895454756,-1.0112257201881392
0.0003211164755475421,-0.965641604694943
0.0009484419406405598,-0.7650681838794016
